__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,29405829,2021-08-01T18:28:41.000Z,20000.0,,,,,
MilestonePetitionUpdate,28441286,2021-01-28T09:28:30.000Z,17500.0,,,,,
MilestonePetitionUpdate,28186559,2020-12-08T15:18:44.000Z,15000.0,,,,,
MilestonePetitionUpdate,28169444,2020-12-04T20:37:59.000Z,12500.0,,,,,
MilestonePetitionUpdate,28154972,2020-12-02T11:14:59.000Z,10000.0,,,,,
MilestonePetitionUpdate,28151577,2020-12-01T19:52:27.000Z,9000.0,,,,,
MilestonePetitionUpdate,28147996,2020-12-01T04:58:13.000Z,8000.0,,,,,
MilestonePetitionUpdate,28146509,2020-11-30T21:43:04.000Z,7500.0,,,,,
MilestonePetitionUpdate,28143624,2020-11-30T09:44:46.000Z,7000.0,,,,,
MilestonePetitionUpdate,28141251,2020-11-29T19:41:48.000Z,6000.0,,,,,
MilestonePetitionUpdate,28139207,2020-11-29T08:19:36.000Z,5000.0,,,,,
MilestonePetitionUpdate,28138504,2020-11-29T02:00:43.000Z,4000.0,,,,,
MilestonePetitionUpdate,28129464,2020-11-26T23:42:18.000Z,3000.0,,,,,
MilestonePetitionUpdate,28118854,2020-11-24T23:40:50.000Z,2500.0,,,,,
MilestonePetitionUpdate,28116003,2020-11-24T13:42:36.000Z,2000.0,,,,,
MilestonePetitionUpdate,28109798,2020-11-23T07:38:39.000Z,1500.0,,,,,
MilestonePetitionUpdate,28106661,2020-11-22T15:58:58.000Z,1000.0,,,,,
MilestonePetitionUpdate,28106090,2020-11-22T12:59:43.000Z,750.0,,,,,
MilestonePetitionUpdate,28105476,2020-11-22T08:32:48.000Z,500.0,,,,,
MilestonePetitionUpdate,28104774,2020-11-22T02:49:37.000Z,250.0,,,,,
MilestonePetitionUpdate,28104647,2020-11-22T02:06:31.000Z,200.0,,,,,
MilestonePetitionUpdate,28104444,2020-11-22T00:38:14.000Z,100.0,,,,,
MilestonePetitionUpdate,28104358,2020-11-22T00:08:38.000Z,50.0,,,,,
MilestonePetitionUpdate,28104326,2020-11-21T23:53:49.000Z,25.0,,,,,
StarterPetitionUpdate,28104288,2020-11-21T23:36:39.000Z,,This is a much more detailed explanation of what happened !,"<p>I am adding this to explain much more about what happened.</p>
<p>So In the first episode of the Animaniacs Reboot , Warner Bros. decided to publicly shame and tease Johnny Depp in a musical number for being a domestic violence survivor. <br>I putted the picture for everyone that doesn’t have the idea of the full event . <br> Also if you want to see the full the video you can see it here :</p>
<p><a href=""https://twitter.com/johnnycdebt/status/1330257793769725952?s=20"" rel=""nofollow"">https://twitter.com/johnnycdebt/status/1330257793769725952?s=20</a></p>
<p>Again I want to address how disgusting and unacceptable this is ! There is no excuse for this and they need to understand that what they did was beyond wrong !</p>","{'id': '224891421', 'petitionMedium': {'url': '//assets.change.org/photos/2/it/uf/QQITUfEHqfpwgiW-800x450-noPad.jpg?1606001800', 'processing': False}}",,
MilestonePetitionUpdate,28104272,2020-11-21T23:31:03.000Z,10.0,,,,,
MilestonePetitionUpdate,28104225,2020-11-21T23:12:57.000Z,5.0,,,,,
