__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,22434406,2018-02-26T04:49:08.000Z,3000.0,,,,,
MilestonePetitionUpdate,21854101,2017-10-31T00:19:30.000Z,2500.0,,,,,
MilestonePetitionUpdate,18810326,2016-12-16T22:31:58.000Z,2000.0,,,,,
MilestonePetitionUpdate,18810260,2016-12-16T22:22:31.000Z,2000.0,,,,,
MilestonePetitionUpdate,18780563,2016-12-14T01:57:15.000Z,1500.0,,,,,
MilestonePetitionUpdate,18771470,2016-12-13T07:57:14.000Z,1000.0,,,,,
MilestonePetitionUpdate,18768968,2016-12-12T23:41:15.000Z,750.0,,,,,
MilestonePetitionUpdate,18768395,2016-12-12T22:24:49.000Z,500.0,,,,,
MilestonePetitionUpdate,18767765,2016-12-12T21:26:09.000Z,250.0,,,,,
MilestonePetitionUpdate,18767609,2016-12-12T21:10:10.000Z,200.0,,,,,
StarterPetitionUpdate,18767447,2016-12-12T20:52:32.000Z,,Reached 100 Signatures,Yay.  We are well on our way of showing ABC how much we love the show.,,,
MilestonePetitionUpdate,18767429,2016-12-12T20:51:41.000Z,100.0,,,,,
MilestonePetitionUpdate,18767363,2016-12-12T20:45:13.000Z,50.0,,,,,
MilestonePetitionUpdate,18767321,2016-12-12T20:41:07.000Z,25.0,,,,,
MilestonePetitionUpdate,18767270,2016-12-12T20:35:56.000Z,10.0,,,,,
MilestonePetitionUpdate,18766487,2016-12-12T19:18:33.000Z,5.0,,,,,
