__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,30773655,2022-07-23T19:44:09.000Z,She's Still at it! (In case you wanted a concise explanation!),<p>Amber and Depp's appeal notices explained.</p>,,,,
MilestonePetitionUpdate,30766166,2022-07-20T23:54:33.000Z,,,,,,75000.0
StarterPetitionUpdate,30675478,2022-06-20T04:25:14.000Z,Many people missed this!,<p>Amber Heard and lawyers complained they were not allowed to tell the Jury about the UK Judgment and complained that the Jury were swayed by social media. However - she TOLD them to research it during the trial!</p>,,,,
StarterPetitionUpdate,30651736,2022-06-12T14:39:13.000Z,Reaction to Interview,<p>In case you missed it - Johnny Depp's excellent team gave interviews after giving it clear thought and here are my thoughts and reactions to their comments.</p>,,,,
MilestonePetitionUpdate,30638916,2022-06-08T15:46:11.000Z,,,,,,50000.0
MilestonePetitionUpdate,30634716,2022-06-07T12:56:01.000Z,,,,,,40000.0
StarterPetitionUpdate,30633902,2022-06-07T06:45:49.000Z,Depp UK Trial analysis part 2,"<p>And if you missed it, here’s Part 1!</p>
<p>UK Barrister Analysis: Amber Heard Credibility in UK Johnny Depp Trial<br><a href=""https://youtu.be/iPfPG0qSERs"" rel=""nofollow"">https://youtu.be/iPfPG0qSERs</a></p>
<p> </p>",,,,
MilestonePetitionUpdate,30632768,2022-06-06T22:21:30.000Z,,,,,,35000.0
MilestonePetitionUpdate,30631972,2022-06-06T17:53:36.000Z,,,,,,30000.0
MilestonePetitionUpdate,30631469,2022-06-06T15:20:21.000Z,,,,,,25000.0
MilestonePetitionUpdate,30631132,2022-06-06T13:36:17.000Z,,,,,,20000.0
MilestonePetitionUpdate,30630724,2022-06-06T10:51:11.000Z,,,,,,17500.0
MilestonePetitionUpdate,30630054,2022-06-06T03:48:09.000Z,,,,,,15000.0
MilestonePetitionUpdate,30629355,2022-06-05T21:39:03.000Z,,,,,,12500.0
MilestonePetitionUpdate,30628925,2022-06-05T18:43:53.000Z,,,,,,10000.0
MilestonePetitionUpdate,30628768,2022-06-05T17:43:30.000Z,,,,,,9000.0
MilestonePetitionUpdate,30628612,2022-06-05T16:38:50.000Z,,,,,,8000.0
MilestonePetitionUpdate,30628529,2022-06-05T15:58:19.000Z,,,,,,7500.0
MilestonePetitionUpdate,30628451,2022-06-05T15:28:09.000Z,,,,,,7000.0
MilestonePetitionUpdate,30628283,2022-06-05T14:19:17.000Z,,,,,,6000.0
MilestonePetitionUpdate,30628054,2022-06-05T12:25:31.000Z,,,,,,5000.0
MilestonePetitionUpdate,30627745,2022-06-05T09:22:51.000Z,,,,,,4000.0
MilestonePetitionUpdate,30627384,2022-06-05T04:39:48.000Z,,,,,,3000.0
MilestonePetitionUpdate,30627119,2022-06-05T01:26:39.000Z,,,,,,2500.0
MilestonePetitionUpdate,30626895,2022-06-04T23:40:33.000Z,,,,,,2000.0
MilestonePetitionUpdate,30626761,2022-06-04T22:29:55.000Z,,,,,,1500.0
MilestonePetitionUpdate,30626632,2022-06-04T21:30:21.000Z,,,,,,1000.0
StarterPetitionUpdate,30626616,2022-06-04T21:23:09.000Z,Thank you!,"<p>Thank you all so much for your initial and prompt support and sharing this online.</p>
<p>Apologies for those of you experiencing any difficulty signing the petition, clearly the servers have struggled to cope but hopefully, they will pick up!</p>
<p>Please continue to share and I will continue to work tirelessly to fight for justice.</p>
<p>Blackbelt Barrister </p>",,,,
MilestonePetitionUpdate,30626578,2022-06-04T21:04:18.000Z,,,,,,750.0
MilestonePetitionUpdate,30626522,2022-06-04T20:42:55.000Z,,,,,,500.0
MilestonePetitionUpdate,30626477,2022-06-04T20:26:57.000Z,,,,,,250.0
MilestonePetitionUpdate,30626467,2022-06-04T20:24:05.000Z,,,,,,200.0
MilestonePetitionUpdate,30626451,2022-06-04T20:19:05.000Z,,,,,,100.0
MilestonePetitionUpdate,30626445,2022-06-04T20:14:49.000Z,,,,,,50.0
MilestonePetitionUpdate,30626440,2022-06-04T20:10:26.000Z,,,,,,25.0
MilestonePetitionUpdate,30626433,2022-06-04T20:07:54.000Z,,,,,,10.0
MilestonePetitionUpdate,30626425,2022-06-04T20:06:09.000Z,,,,,,5.0
