__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30535863,2022-05-10T19:05:00.000Z,100000
MilestonePetitionUpdate,30511254,2022-05-04T07:52:23.000Z,75000
MilestonePetitionUpdate,30503109,2022-05-02T04:44:58.000Z,50000
MilestonePetitionUpdate,30500705,2022-05-01T09:13:29.000Z,40000
MilestonePetitionUpdate,30499373,2022-04-30T20:10:30.000Z,35000
MilestonePetitionUpdate,30497652,2022-04-30T06:56:17.000Z,30000
MilestonePetitionUpdate,30496360,2022-04-29T20:37:40.000Z,25000
MilestonePetitionUpdate,30494899,2022-04-29T14:01:17.000Z,20000
MilestonePetitionUpdate,30493999,2022-04-29T08:28:27.000Z,17500
MilestonePetitionUpdate,30493197,2022-04-29T01:44:45.000Z,15000
MilestonePetitionUpdate,30492219,2022-04-28T20:33:30.000Z,12500
MilestonePetitionUpdate,30491099,2022-04-28T16:05:27.000Z,10000
MilestonePetitionUpdate,30490614,2022-04-28T14:06:27.000Z,9000
MilestonePetitionUpdate,30490191,2022-04-28T12:10:52.000Z,8000
MilestonePetitionUpdate,30489986,2022-04-28T10:59:38.000Z,7500
MilestonePetitionUpdate,30489833,2022-04-28T09:56:42.000Z,7000
MilestonePetitionUpdate,30489446,2022-04-28T06:37:36.000Z,6000
MilestonePetitionUpdate,30488641,2022-04-28T00:34:30.000Z,5000
MilestonePetitionUpdate,30486809,2022-04-27T15:44:28.000Z,4000
MilestonePetitionUpdate,30484396,2022-04-26T23:00:42.000Z,3000
MilestonePetitionUpdate,30482141,2022-04-26T12:21:03.000Z,2500
MilestonePetitionUpdate,30479982,2022-04-25T20:17:29.000Z,2000
MilestonePetitionUpdate,30477788,2022-04-25T07:44:50.000Z,1500
MilestonePetitionUpdate,30474688,2022-04-24T01:07:30.000Z,1000
MilestonePetitionUpdate,30472601,2022-04-23T05:12:33.000Z,750
MilestonePetitionUpdate,30467637,2022-04-21T20:01:14.000Z,500
MilestonePetitionUpdate,30341290,2022-03-17T08:52:14.000Z,250
MilestonePetitionUpdate,30122226,2022-01-26T19:55:51.000Z,200
MilestonePetitionUpdate,29941540,2021-12-09T14:44:25.000Z,100
MilestonePetitionUpdate,29836878,2021-11-13T00:13:13.000Z,50
MilestonePetitionUpdate,29790780,2021-11-01T13:39:04.000Z,25
MilestonePetitionUpdate,29782766,2021-10-29T18:16:43.000Z,10
MilestonePetitionUpdate,29779624,2021-10-29T00:07:54.000Z,5
