__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,30803399,2022-08-03T23:24:57.000Z,3000.0,,,,,
MilestonePetitionUpdate,30752846,2022-07-15T21:05:06.000Z,2500.0,,,,,
MilestonePetitionUpdate,30728924,2022-07-07T12:52:26.000Z,2000.0,,,,,
MilestonePetitionUpdate,30695169,2022-06-26T08:03:44.000Z,1500.0,,,,,
MilestonePetitionUpdate,30687644,2022-06-23T18:18:51.000Z,1000.0,,,,,
MilestonePetitionUpdate,30686102,2022-06-23T09:49:43.000Z,750.0,,,,,
StarterPetitionUpdate,30685041,2022-06-23T00:26:51.000Z,,We’ve just passed 500 signatures!,"<p>We just passed 500 signatures on our petition to end the monetisation of Youtube channels focused on targeted harassment. <br><br></p>
<p>I’ve recently learned that one of the content creators has now released a video targeting me and this petition — so now, more than ever, I need your help. </p>
<p>Will you help me again by sharing this with ten other people?</p>
<p>We need to do what we can to stop incentivising harassment on social media —  Here's a link to share <a href=""https://chng.it/hSs5jwzsvK"" rel=""nofollow"">https://chng.it/hSs5jwzsvK</a></p>","{'id': '226706432', 'petitionMedium': {'url': '//assets.change.org/photos/6/ru/qo/WwrUqoBCBudDbbm-800x450-noPad.jpg?1655944013', 'processing': False}}",,
MilestonePetitionUpdate,30684982,2022-06-22T23:56:41.000Z,500.0,,,,,
MilestonePetitionUpdate,30682040,2022-06-22T04:33:13.000Z,250.0,,,,,
MilestonePetitionUpdate,30681756,2022-06-22T02:06:18.000Z,200.0,,,,,
MilestonePetitionUpdate,30680866,2022-06-21T20:15:27.000Z,100.0,,,,,
MilestonePetitionUpdate,30680440,2022-06-21T18:02:15.000Z,50.0,,,,,
MilestonePetitionUpdate,30680100,2022-06-21T16:13:05.000Z,25.0,,,,,
MilestonePetitionUpdate,30679890,2022-06-21T15:00:30.000Z,10.0,,,,,
MilestonePetitionUpdate,30679882,2022-06-21T14:57:27.000Z,5.0,,,,,
