__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,30512733,2022-05-04T16:02:50.000Z,12500.0,,,,,
MilestonePetitionUpdate,28379862,2021-01-17T15:15:44.000Z,10000.0,,,,,
MilestonePetitionUpdate,28297250,2021-01-03T11:26:20.000Z,9000.0,,,,,
MilestonePetitionUpdate,28164145,2020-12-03T21:38:33.000Z,8000.0,,,,,
MilestonePetitionUpdate,28144920,2020-11-30T15:49:09.000Z,7500.0,,,,,
MilestonePetitionUpdate,28134620,2020-11-28T04:05:35.000Z,7000.0,,,,,
MilestonePetitionUpdate,28089014,2020-11-19T05:13:40.000Z,6000.0,,,,,
MilestonePetitionUpdate,28057812,2020-11-12T17:57:56.000Z,5000.0,,,,,
MilestonePetitionUpdate,28036425,2020-11-09T11:37:53.000Z,4000.0,,,,,
MilestonePetitionUpdate,27557933,2020-08-20T12:11:33.000Z,3000.0,,,,,
MilestonePetitionUpdate,26329195,2020-04-12T09:19:45.000Z,2500.0,,,,,
MilestonePetitionUpdate,25799534,2020-02-25T05:58:07.000Z,2000.0,,,,,
MilestonePetitionUpdate,25723374,2020-02-08T21:13:00.000Z,1500.0,,,,,
MilestonePetitionUpdate,25420566,2019-11-30T01:50:59.000Z,1000.0,,,,,
StarterPetitionUpdate,25362118,2019-11-16T18:31:44.000Z,,The judge rejected the request Amber Heard on a psychiatric examination in respect of Johnny Depp,"<p><strong>""Request for psychiatric examination rejected. All of Mr. Depp's medical records are provided to the court. The court does not consider that the examination is justified. We have a jury that will decide for themselves. The court sees no reason for the examination. Request denied.""</strong></p>
<p> </p>
<p><strong>«Запрос за психиатрическую экспертизу отклонен. Все медицинские записи мистера Деппа предоставлены в суд. Суд не считает, что экспертиза обоснована. У нас есть присяжные, которые будут самостоятельно принимать решение. Суд не видит причин для проведения экспертизы. Запрос отклонен».</strong></p>","{'id': '222748735', 'petitionMedium': {'url': '//assets.change.org/photos/7/uh/gl/xMUhGLTerudwZxb-800x450-noPad.jpg?1573929107', 'processing': False}}",,
MilestonePetitionUpdate,25355317,2019-11-15T03:37:35.000Z,750.0,,,,,
MilestonePetitionUpdate,23439635,2018-10-18T15:48:18.000Z,500.0,,,,,
MilestonePetitionUpdate,23384013,2018-10-07T19:35:23.000Z,250.0,,,,,
MilestonePetitionUpdate,23382838,2018-10-07T13:47:48.000Z,200.0,,,,,
MilestonePetitionUpdate,23380917,2018-10-06T23:07:55.000Z,100.0,,,,,
MilestonePetitionUpdate,23376929,2018-10-06T06:32:11.000Z,50.0,,,,,
MilestonePetitionUpdate,23374152,2018-10-05T17:48:07.000Z,25.0,,,,,
MilestonePetitionUpdate,23373736,2018-10-05T16:00:54.000Z,10.0,,,,,
MilestonePetitionUpdate,23373198,2018-10-05T13:35:53.000Z,5.0,,,,,
