__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,28876264,2021-04-14T13:15:45.000Z,1600 SUPPORTERS!!! Awesome!,"<p>Thank you for all your support. We really appreciate it. This will show RRISD that there are MANY concerned parents, students, faculty, and residents of Round Rock &amp; surrounding areas that want the option to decide what is best for their families...and have the option to mask or not.</p>",,,,
MilestonePetitionUpdate,28871660,2021-04-13T19:19:55.000Z,,,,,,1500.0
StarterPetitionUpdate,28869798,2021-04-13T14:22:55.000Z,"Join us at the ""Mask Choice"" Gathering on Thursday 4/15 to Show your support.","<p>~THIS THURSDAY, April 15 at 5pm~<br>Lets support each other who want to have the choice of wearing a mask. GISD, LISD, RRISD, HISD, LHISD, PfISD, AISD— every local district— please join us.</p>
<p>Please make a sign (or bring an American flag if you don’t have time to make a sign) and be at the RRISD district office for the RRISD Board vote on continued forced masking. Bring your whole family and all your friends!!!</p>
<p>300 N Lake Creek Dr, Round Rock, TX 78681</p>
<p><a href=""https://fb.me/e/22y80nWGz"" rel=""nofollow"">https://fb.me/e/22y80nWGz</a></p>",,,,
StarterPetitionUpdate,28865522,2021-04-12T19:54:35.000Z,1300 Signatures - THANK YOU,"<p>Thank you so much for your support. RRISD will see that so many of us support the Freedom to Choose wearing a mask.</p>
<p>Here’s a link to share <a href=""https://www.change.org/p/round-rock-isd-board-members-mask-choice-for-round-rock-isd"" rel=""nofollow"">https://www.change.org/p/round-rock-isd-board-members-mask-choice-for-round-rock-isd</a></p>","{'id': '225427220', 'petitionMedium': {'url': '//assets.change.org/photos/5/nz/wk/jOnzWkDtpWDKHbZ-800x450-noPad.jpg?1618257276', 'processing': False}}",,,
MilestonePetitionUpdate,28860875,2021-04-12T01:09:44.000Z,,,,,,1000.0
MilestonePetitionUpdate,28858519,2021-04-11T15:44:58.000Z,,,,,,750.0
StarterPetitionUpdate,28857790,2021-04-11T13:06:03.000Z,WOW!! We have almost reached 600 supporters in less than 24hrs,<p>THANK YOU so much for all your support. We really appreciate you taking the time to sign the petition and share it with your friends and families. Please continue to SHARE the petition so we can let the RRISD Board know how many of us want the option for our students &amp; staff to be able to be mask-free.</p>,,,,
MilestonePetitionUpdate,28856149,2021-04-11T03:55:32.000Z,,,,,,500.0
MilestonePetitionUpdate,28855190,2021-04-10T21:25:27.000Z,,,,,,250.0
MilestonePetitionUpdate,28854505,2021-04-10T18:34:06.000Z,,,,,,200.0
MilestonePetitionUpdate,28853482,2021-04-10T14:42:18.000Z,,,,,,100.0
MilestonePetitionUpdate,28853274,2021-04-10T13:49:33.000Z,,,,,,50.0
MilestonePetitionUpdate,28853082,2021-04-10T12:58:07.000Z,,,,,,25.0
MilestonePetitionUpdate,28852741,2021-04-10T11:09:09.000Z,,,,,,10.0
MilestonePetitionUpdate,28852557,2021-04-10T09:58:20.000Z,,,,,,5.0
