__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,28134602,2020-11-28T03:59:40.000Z,3000.0,,,,,
MilestonePetitionUpdate,27596411,2020-08-26T01:06:15.000Z,2500.0,,,,,
MilestonePetitionUpdate,25748820,2020-02-14T02:51:24.000Z,2000.0,,,,,
MilestonePetitionUpdate,23175303,2018-08-23T06:36:12.000Z,1500.0,,,,,
StarterPetitionUpdate,23164642,2018-08-20T21:41:17.000Z,,Update #1,"<p>Just wanted to let everybody know that as of right now there is no set amount of signatures we need to reach. The “goal” amount is set automatically by change.org and keeps changing each time that goal is reached.</p>
<p>So far, I haven’t heard back from any of the organizations, and they haven’t told me that we need a certain amount of signatures either. For now, let’s see if we can reach 5,000 signatures. The ideal amount, if we still haven’t heard back yet, would be 100,000, because I’m sure they would pay attention then. For now, keeping sharing the petition and the link, and keep trying to contact these organizations through email or social media sites (please be courteous when contacting them [ex. don’t insult or use swear words]). And thank you to all who have already signed and shared! I will update as needed. </p>",,,
MilestonePetitionUpdate,23151058,2018-08-17T14:51:13.000Z,1000.0,,,,,
MilestonePetitionUpdate,23147520,2018-08-16T18:49:39.000Z,750.0,,,,,
MilestonePetitionUpdate,23146192,2018-08-16T13:11:44.000Z,500.0,,,,,
MilestonePetitionUpdate,23145232,2018-08-16T08:01:23.000Z,250.0,,,,,
MilestonePetitionUpdate,23145111,2018-08-16T07:04:03.000Z,200.0,,,,,
MilestonePetitionUpdate,23144678,2018-08-16T03:25:32.000Z,100.0,,,,,
MilestonePetitionUpdate,23144477,2018-08-16T01:51:03.000Z,50.0,,,,,
MilestonePetitionUpdate,23144429,2018-08-16T01:32:20.000Z,25.0,,,,,
MilestonePetitionUpdate,23144362,2018-08-16T01:10:19.000Z,10.0,,,,,
MilestonePetitionUpdate,23144289,2018-08-16T00:39:25.000Z,5.0,,,,,
