__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,28841529,2021-04-08T12:13:11.000Z,4000
MilestonePetitionUpdate,25780488,2020-02-20T23:58:09.000Z,3000
MilestonePetitionUpdate,25693005,2020-02-03T02:42:19.000Z,2500
MilestonePetitionUpdate,25692352,2020-02-02T22:49:36.000Z,2000
MilestonePetitionUpdate,25691570,2020-02-02T19:20:25.000Z,1500
MilestonePetitionUpdate,25690741,2020-02-02T15:21:14.000Z,1000
MilestonePetitionUpdate,25689531,2020-02-02T09:13:16.000Z,750
MilestonePetitionUpdate,25689013,2020-02-02T05:02:56.000Z,500
MilestonePetitionUpdate,24628244,2019-05-29T11:30:49.000Z,250
MilestonePetitionUpdate,24488929,2019-04-30T00:16:01.000Z,200
MilestonePetitionUpdate,24329466,2019-03-23T00:15:20.000Z,100
MilestonePetitionUpdate,24304593,2019-03-17T17:48:16.000Z,50
MilestonePetitionUpdate,24298018,2019-03-16T02:07:39.000Z,25
MilestonePetitionUpdate,24288661,2019-03-14T03:49:36.000Z,10
MilestonePetitionUpdate,24288467,2019-03-14T02:28:06.000Z,5
