__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,28342343,2021-01-11T02:11:42.000Z,2500
MilestonePetitionUpdate,28090066,2020-11-19T12:04:39.000Z,2000
MilestonePetitionUpdate,28068078,2020-11-14T20:18:27.000Z,1500
MilestonePetitionUpdate,28052773,2020-11-11T21:33:22.000Z,1000
MilestonePetitionUpdate,28044859,2020-11-10T17:17:41.000Z,750
MilestonePetitionUpdate,28041973,2020-11-10T05:22:13.000Z,500
MilestonePetitionUpdate,28039777,2020-11-09T21:48:13.000Z,250
MilestonePetitionUpdate,28039557,2020-11-09T21:13:49.000Z,200
MilestonePetitionUpdate,28039074,2020-11-09T19:46:03.000Z,100
MilestonePetitionUpdate,28038650,2020-11-09T18:39:30.000Z,50
MilestonePetitionUpdate,28038420,2020-11-09T18:11:18.000Z,25
MilestonePetitionUpdate,28038386,2020-11-09T18:06:03.000Z,10
MilestonePetitionUpdate,28038375,2020-11-09T18:04:33.000Z,5
