__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,28740099,2021-03-19T20:14:20.000Z,Happy Friday!!!,"<p>We need your help to reach our next goal of 75,000 signatures! Please sign and share our petition to keep it going!</p>",,,,
StarterPetitionUpdate,28700808,2021-03-13T04:23:15.000Z,Keep it up! We are doing great!,"<p>We’re so close to reaching 64,000 signatures! Thank you all for your support! Let’s keep going!</p>",,,,
StarterPetitionUpdate,28675214,2021-03-08T23:18:11.000Z,Extraordinary!!!,"<p>I started this petition unsure if it would take off. Look at where we are now with over 55,000 signatures! I am so grateful to have found people who will stand with me to make a difference! Thank you all! Now we need to spread the word to make this petition HUGE. Will you please share on social media, text &amp; email? If enough of us sign, we can build an unstoppable call for change!</p>",,,,
StarterPetitionUpdate,28669418,2021-03-07T21:01:00.000Z,"We have over 52,000 signatures and counting!","<p>Wow! Keep up the amazing work! Let’s try to reach our next goal of 75,000! Thank you all for your help!</p>",,,,
MilestonePetitionUpdate,28667569,2021-03-07T13:27:30.000Z,,,,,,50000.0
StarterPetitionUpdate,28666401,2021-03-07T04:15:36.000Z,"How exciting! We’re inching close to 50,000 signatures!",<p>I hope you’re all having a wonderful weekend. Let’s keep sharing the petition and growing our numbers!</p>,,,,
StarterPetitionUpdate,28665793,2021-03-07T00:00:32.000Z,Way to go! We are on fire!!,"<p>We’ve now surpassed 46,000 signatures! Let’s keep sharing this petition to let our voice be heard! Thank you all for your wonderful support!</p>",,,,
StarterPetitionUpdate,28665384,2021-03-06T21:56:22.000Z,Join us on Facebook - Texas Coronavirus,"<p><a href=""https://www.facebook.com/groups/686948408509375/"" rel=""nofollow"">https://www.facebook.com/groups/686948408509375/</a></p>",,,"{'providerName': 'Facebook', 'photoUrl': None, 'description': 'Texas Coronavirus has 14,276 members. This group has been created for Texans and members with family/friends residing here. Our members can share and gain information and discuss concerns...'}",
StarterPetitionUpdate,28665294,2021-03-06T21:31:54.000Z,Outstanding!!!!,"<p>We have over 44,000 signatures! You are all doing an amazing job and I am so very grateful for your support! Let's keep going to reach our next goal of 50,000. We've got this!</p>",,,,
MilestonePetitionUpdate,28664549,2021-03-06T18:14:01.000Z,,,,,,40000.0
MilestonePetitionUpdate,28664093,2021-03-06T16:25:48.000Z,,,,,,35000.0
MilestonePetitionUpdate,28663834,2021-03-06T15:26:50.000Z,,,,,,30000.0
MilestonePetitionUpdate,28663654,2021-03-06T14:39:38.000Z,,,,,,25000.0
StarterPetitionUpdate,28660775,2021-03-05T22:51:01.000Z,Happy Friday!!!,"<p>Thank you all so much for helping me with this petition! We’re up to more than 22,000 signatures, but I really want us to get to 25,000 to make some noise! Will you please help us by posting on social media today to ask people to sign and share? </p>",,,,
StarterPetitionUpdate,28656082,2021-03-05T05:32:12.000Z,Come join us on Facebook!,"<p><a href=""https://www.facebook.com/groups/686948408509375"" rel=""nofollow"">https://www.facebook.com/groups/686948408509375</a><br>Don’t forget to join our Texas Coronavirus group! Thank you all for coming together!</p>",,,"{'providerName': 'Facebook', 'photoUrl': None, 'description': 'Texas Coronavirus has 14,238 members. This group has been created for Texans and members with family/friends residing here. Our members can share and gain information and discuss concerns...'}",
StarterPetitionUpdate,28655372,2021-03-05T02:08:07.000Z,Reinstate the Texas COVID-19 Mask Mandate - Update 3,"<p>Way to go! We’ve reached over 20,000 signatures! Let’s keep going to reach our second goal of 25,000! Thank you all for your support!</p>",,,,
MilestonePetitionUpdate,28654649,2021-03-04T23:11:55.000Z,,,,,,20000.0
MilestonePetitionUpdate,28651446,2021-03-04T14:08:27.000Z,,,,,,17500.0
StarterPetitionUpdate,28649365,2021-03-04T03:39:56.000Z,Reinstate the Texas COVID-19 Mask Mandate - Update 2,"<p>We have surpassed the first goal of 15,000 signatures! Keep up the great work and thank you all for joining and supporting our cause!   </p>
<p><a href=""https://www.facebook.com/groups/686948408509375/"" rel=""nofollow"">https://www.facebook.com/groups/686948408509375/</a></p>",,,"{'providerName': 'Facebook', 'photoUrl': None, 'description': 'Texas Coronavirus has 14,177 members. This group has been created for Texans and members with family/friends residing here. Our members can share and gain information and discuss concerns...'}",
MilestonePetitionUpdate,28649320,2021-03-04T03:26:28.000Z,,,,,,15000.0
