__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,28445349,2021-01-28T21:00:28.000Z,4000
MilestonePetitionUpdate,28361760,2021-01-14T05:01:44.000Z,12500
MilestonePetitionUpdate,28355218,2021-01-13T03:33:37.000Z,10000
MilestonePetitionUpdate,28344640,2021-01-11T14:16:12.000Z,9000
MilestonePetitionUpdate,28342166,2021-01-11T01:21:43.000Z,8000
MilestonePetitionUpdate,28340897,2021-01-10T19:49:35.000Z,7500
MilestonePetitionUpdate,28339139,2021-01-10T13:30:38.000Z,7000
MilestonePetitionUpdate,28337565,2021-01-10T03:14:43.000Z,6000
MilestonePetitionUpdate,28322583,2021-01-07T17:25:30.000Z,7500
MilestonePetitionUpdate,28322039,2021-01-07T16:07:06.000Z,7000
MilestonePetitionUpdate,28320606,2021-01-07T11:16:02.000Z,6000
MilestonePetitionUpdate,28312808,2021-01-06T04:00:17.000Z,5000
MilestonePetitionUpdate,28308815,2021-01-05T14:56:51.000Z,4000
MilestonePetitionUpdate,28261377,2020-12-23T07:38:33.000Z,3000
MilestonePetitionUpdate,28261374,2020-12-23T07:37:39.000Z,3000
MilestonePetitionUpdate,28210749,2020-12-12T19:40:48.000Z,2500
MilestonePetitionUpdate,28200551,2020-12-10T22:05:25.000Z,2000
MilestonePetitionUpdate,28130202,2020-11-27T05:45:15.000Z,1500
MilestonePetitionUpdate,28116754,2020-11-24T16:36:10.000Z,1000
MilestonePetitionUpdate,28109098,2020-11-23T02:53:03.000Z,750
MilestonePetitionUpdate,28099018,2020-11-20T21:25:30.000Z,500
MilestonePetitionUpdate,28081788,2020-11-17T21:10:05.000Z,250
MilestonePetitionUpdate,28072532,2020-11-16T00:13:38.000Z,200
MilestonePetitionUpdate,28055391,2020-11-12T09:15:19.000Z,100
MilestonePetitionUpdate,28024471,2020-11-07T03:35:28.000Z,50
MilestonePetitionUpdate,26235862,2020-04-03T08:24:06.000Z,25
MilestonePetitionUpdate,25716978,2020-02-07T12:29:58.000Z,10
MilestonePetitionUpdate,25715459,2020-02-07T03:22:02.000Z,5
