__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,29321228,2021-07-11T22:27:20.000Z,WE STILL HAVNT LOSSED,<p>Apparently Warner Brothers is moving on with another actor that does not mean we still can't show our support for the most wonderful actors in the world that was wrongfully silenced! Share sign contribute to Johnny Depp</p>,,,,
MilestonePetitionUpdate,29269875,2021-06-29T10:52:07.000Z,,,,,,4000.0
MilestonePetitionUpdate,28600322,2021-02-23T18:52:37.000Z,,,,,,3000.0
MilestonePetitionUpdate,28491876,2021-02-04T21:54:44.000Z,,,,,,2500.0
MilestonePetitionUpdate,28306477,2021-01-05T03:37:31.000Z,,,,,,2000.0
MilestonePetitionUpdate,28264297,2020-12-23T23:59:35.000Z,,,,,,1500.0
MilestonePetitionUpdate,28191047,2020-12-09T09:01:09.000Z,,,,,,1000.0
MilestonePetitionUpdate,28153818,2020-12-02T04:36:53.000Z,,,,,,750.0
MilestonePetitionUpdate,28129510,2020-11-27T00:00:21.000Z,,,,,,500.0
MilestonePetitionUpdate,28100406,2020-11-21T03:24:30.000Z,,,,,,250.0
MilestonePetitionUpdate,28093131,2020-11-19T22:17:51.000Z,,,,,,200.0
MilestonePetitionUpdate,28088285,2020-11-19T01:18:35.000Z,,,,,,100.0
MilestonePetitionUpdate,28087127,2020-11-18T20:54:28.000Z,,,,,,50.0
MilestonePetitionUpdate,28086692,2020-11-18T19:37:58.000Z,,,,,,25.0
MilestonePetitionUpdate,28086420,2020-11-18T18:45:29.000Z,,,,,,10.0
MilestonePetitionUpdate,28086343,2020-11-18T18:29:17.000Z,,,,,,5.0
