__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,28311174,2021-01-05T21:34:08.000Z,25.0,,,,,
StarterPetitionUpdate,28310952,2021-01-05T20:50:49.000Z,,This is brilliant!,"<p><strong>This is brilliant!</strong></p>
<p>I never expected the signatures to go up like this in a day, but this is astounding. </p>
<p>Thank you for the taking the time to read and listen to <strong>Johnny depps</strong> side. As I believe, his side seems to have been misguided... He will surely be grateful. For every small tweet, phrase, will go to his favour.</p>
<p>Well keep going! Buy some <strong>sauvage Dior,</strong> watch a <strong>Pirate's of the Carribbean</strong> movie, because we do have a long way to go yet, </p>
<p>It's in the horizon, getting closer to our reach, but we'll get there. <strong>And we will be heard</strong>.</p>
<p>Have hope, faith and courage.</p>
<p>This stigma, will end.</p>
<p>Maisy - Anne Clark </p>","{'id': '225045715', 'petitionMedium': {'url': '//assets.change.org/photos/1/uk/xc/RwuKxCgSVNRrMpn-800x450-noPad.jpg?1609879851', 'processing': False}}",,
MilestonePetitionUpdate,28308387,2021-01-05T13:45:17.000Z,10.0,,,,,
MilestonePetitionUpdate,28307882,2021-01-05T11:59:47.000Z,5.0,,,,,
StarterPetitionUpdate,28307737,2021-01-05T11:26:48.000Z,,"Hope, faith and courage","<p>I was scrolling on twitter today, and saw a statement that spurred me on-</p>
<p><em><strong>""I'm reading new documents, and it smells justice for Johnny will be so hard""</strong></em></p>
<p>So I said-</p>
<p><strong><em>""With the publicitys voices, we are a choir, of hope and determination, willpower and change""</em></strong></p>
<p>If we believe, what we say we believe, it changes everything.</p>
<p><em>Hope</em> is wishing something will happen.</p>
<p><em>Faith</em> is believing something will happen.</p>
<p>And <em>courage</em> is making something happen.</p>
<p>So let's have <em>courage</em> , and remember what we are fighting for. </p>
<p>Sign, share and spread the word.</p>
<p>Our token of performance - <strong>Johnny Depp</strong></p>","{'id': '225043435', 'petitionMedium': {'url': '//assets.change.org/photos/4/rd/xb/BDrDxBKxQctqnNa-800x450-noPad.jpg?1609846010', 'processing': False}}",,
