__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30493710,2022-04-29T05:47:27.000Z,2000
MilestonePetitionUpdate,28611051,2021-02-25T13:32:05.000Z,1500
MilestonePetitionUpdate,28513447,2021-02-08T16:38:20.000Z,1000
MilestonePetitionUpdate,28364637,2021-01-14T17:49:20.000Z,500
MilestonePetitionUpdate,28272447,2020-12-27T06:12:08.000Z,250
MilestonePetitionUpdate,28257363,2020-12-22T09:26:13.000Z,200
MilestonePetitionUpdate,28235463,2020-12-17T05:21:35.000Z,100
MilestonePetitionUpdate,28234438,2020-12-17T00:50:00.000Z,50
MilestonePetitionUpdate,28233982,2020-12-16T23:07:38.000Z,25
MilestonePetitionUpdate,28233145,2020-12-16T20:30:14.000Z,10
MilestonePetitionUpdate,28232779,2020-12-16T19:22:32.000Z,5
