__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,30563929,2022-05-18T07:17:40.000Z,150000.0,,,,,
MilestonePetitionUpdate,30508553,2022-05-03T16:40:51.000Z,100000.0,,,,,
MilestonePetitionUpdate,30499837,2022-04-30T23:55:26.000Z,75000.0,,,,,
MilestonePetitionUpdate,30490551,2022-04-28T13:52:34.000Z,50000.0,,,,,
MilestonePetitionUpdate,30240941,2022-02-22T04:05:21.000Z,40000.0,,,,,
StarterPetitionUpdate,29057561,2021-05-15T19:11:39.000Z,,Let’s take this campaign to the next level,"<p>Hi all, I just wanted to reach out to let you know we’ve just passed 36,797 signatures on our petition! Thank you so much for your support! Will you help me to get more support by sharing this petition with ten other people? If enough of us sign we can’t be ignored! Here’s a link to share.   <a href=""https://www.change.org/p/dc-replace-amber-heard-with-danny-devito-in-aquaman"" rel=""nofollow"">https://www.change.org/p/dc-replace-amber-heard-with-danny-devito-in-aquaman</a></p>",,,
MilestonePetitionUpdate,28639967,2021-03-02T19:09:15.000Z,35000.0,,,,,
StarterPetitionUpdate,28553484,2021-02-15T15:08:48.000Z,,Very cool,"<p>This got so many more signatures than I expected, but let's keep sharing. This has got to be one of the funniest things thats happened in awhile and in these times we need comedy. So, let's keep sharing and spreading this joke!</p>",,,
StarterPetitionUpdate,28344358,2021-01-11T13:11:00.000Z,,We can do it!,"<p>We can still gain some momentum! Please share with all your friends, family, mild acquaintances, and even your enemies. I would like to thank the person who donated money, but that was really unnecessary. Please dont donate and just share it!</p>",,,
StarterPetitionUpdate,28302383,2021-01-04T14:07:40.000Z,,Let’s take this campaign to the next level,"<p>Hi all, I just wanted to reach out to let you know we’ve just passed 30,505 signatures on our petition! Thank you so much for your support! Will you help me to get more support by sharing this petition with ten other people? If enough of us sign we can’t be ignored! Here’s a link to share <a href=""https://www.change.org/p/dc-replace-amber-heard-with-danny-devito-in-aquaman"" rel=""nofollow"">https://www.change.org/p/dc-replace-amber-heard-with-danny-devito-in-aquaman</a></p>",,,
MilestonePetitionUpdate,28268919,2020-12-25T18:27:27.000Z,30000.0,,,,,
MilestonePetitionUpdate,28216877,2020-12-14T02:57:52.000Z,25000.0,,,,,
StarterPetitionUpdate,28188075,2020-12-08T19:40:37.000Z,,Thank you all!,<p>I didnt imagine this petition to get more than 12 signatures so you guys signing and sharing means everything and I want to thank you all!</p>,,,
MilestonePetitionUpdate,28175309,2020-12-06T05:50:28.000Z,20000.0,,,,,
MilestonePetitionUpdate,28165718,2020-12-04T04:18:30.000Z,17500.0,,,,,
MilestonePetitionUpdate,28157777,2020-12-02T20:20:50.000Z,15000.0,,,,,
MilestonePetitionUpdate,28150394,2020-12-01T16:32:23.000Z,12500.0,,,,,
MilestonePetitionUpdate,28142469,2020-11-30T01:40:24.000Z,10000.0,,,,,
MilestonePetitionUpdate,28140338,2020-11-29T15:27:26.000Z,9000.0,,,,,
MilestonePetitionUpdate,28138761,2020-11-29T03:54:26.000Z,8000.0,,,,,
MilestonePetitionUpdate,28138261,2020-11-29T00:17:25.000Z,7500.0,,,,,
MilestonePetitionUpdate,28137725,2020-11-28T21:28:12.000Z,7000.0,,,,,
MilestonePetitionUpdate,28136518,2020-11-28T16:24:46.000Z,6000.0,,,,,
StarterPetitionUpdate,28135843,2020-11-28T12:58:02.000Z,,Thank you so much!,<p>I just wanted to again thank you all for signing and sharing. This is actually crazy and I didnt expect this to even get to 100. Thank you for making this meme ever closer to reality.</p>,"{'id': '224913527', 'petitionMedium': {'url': '//assets.change.org/photos/6/tx/lj/AQTXLjhzkmPOhOj-800x450-noPad.jpg?1606568283', 'processing': False}}",,
MilestonePetitionUpdate,28135111,2020-11-28T08:26:09.000Z,5000.0,,,,,
MilestonePetitionUpdate,28133058,2020-11-27T19:36:18.000Z,4000.0,,,,,
MilestonePetitionUpdate,28127761,2020-11-26T17:04:51.000Z,3000.0,,,,,
MilestonePetitionUpdate,28121445,2020-11-25T13:32:59.000Z,2500.0,,,,,
MilestonePetitionUpdate,28108847,2020-11-23T01:29:13.000Z,2000.0,,,,,
MilestonePetitionUpdate,28107371,2020-11-22T18:44:40.000Z,1500.0,,,,,
StarterPetitionUpdate,28106326,2020-11-22T14:21:05.000Z,,Holy crap!,<p>I go to bed with 86 signatures and wake up with 1000. This is fricken crazy! I just wanna thank all of you so much for signing my little joke.</p>,,,
MilestonePetitionUpdate,28106164,2020-11-22T13:26:09.000Z,1000.0,,,,,
MilestonePetitionUpdate,28105204,2020-11-22T06:18:13.000Z,750.0,,,,,
MilestonePetitionUpdate,28104859,2020-11-22T03:25:55.000Z,500.0,,,,,
MilestonePetitionUpdate,28104505,2020-11-22T00:59:56.000Z,250.0,,,,,
MilestonePetitionUpdate,28104415,2020-11-22T00:28:39.000Z,200.0,,,,,
MilestonePetitionUpdate,28104270,2020-11-21T23:30:19.000Z,100.0,,,,,
StarterPetitionUpdate,28104055,2020-11-21T22:09:57.000Z,,Epic,<p>I just wanted to thank all of you guys for signing and sharing because this is actually crazy!</p>,,,
MilestonePetitionUpdate,28089962,2020-11-19T11:28:15.000Z,50.0,,,,,
MilestonePetitionUpdate,28080670,2020-11-17T17:33:29.000Z,25.0,,,,,
MilestonePetitionUpdate,28048906,2020-11-11T07:28:28.000Z,10.0,,,,,
StarterPetitionUpdate,28044321,2020-11-10T15:49:36.000Z,,Please share,<p>I do request that you guys share with friends family across everything you can think of to make this meme a reality</p>,,,
MilestonePetitionUpdate,28044276,2020-11-10T15:42:26.000Z,5.0,,,,,
