__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,30638330,2022-06-08T12:55:15.000Z,25000.0,,,,,
MilestonePetitionUpdate,30611288,2022-05-31T15:17:23.000Z,20000.0,,,,,
MilestonePetitionUpdate,30600297,2022-05-27T20:15:02.000Z,17500.0,,,,,
MilestonePetitionUpdate,30585654,2022-05-24T12:02:22.000Z,15000.0,,,,,
MilestonePetitionUpdate,30574959,2022-05-20T21:21:09.000Z,12500.0,,,,,
MilestonePetitionUpdate,30563639,2022-05-18T04:44:17.000Z,10000.0,,,,,
MilestonePetitionUpdate,30560260,2022-05-17T11:24:37.000Z,9000.0,,,,,
MilestonePetitionUpdate,30556844,2022-05-16T13:40:27.000Z,8000.0,,,,,
MilestonePetitionUpdate,30555294,2022-05-16T00:58:20.000Z,7500.0,,,,,
MilestonePetitionUpdate,30554115,2022-05-15T16:32:10.000Z,7000.0,,,,,
StarterPetitionUpdate,30554065,2022-05-15T16:07:59.000Z,,Thank you for showing your support!,"<p>Please keep sharing so we can get more signatures! I do have Anthony D. Romero (who is the Executive Director director of ACLU) as a decision maker, so change.org will be sending him updates and signatures from the petition! Thank you everyone for your support!</p>",,,
MilestonePetitionUpdate,30552196,2022-05-14T22:43:42.000Z,6000.0,,,,,
MilestonePetitionUpdate,30547262,2022-05-13T13:13:58.000Z,5000.0,,,,,
MilestonePetitionUpdate,30542180,2022-05-12T07:12:53.000Z,4000.0,,,,,
MilestonePetitionUpdate,30537059,2022-05-11T01:12:43.000Z,3000.0,,,,,
MilestonePetitionUpdate,30534534,2022-05-10T13:02:26.000Z,2500.0,,,,,
MilestonePetitionUpdate,30529930,2022-05-09T10:50:52.000Z,2000.0,,,,,
MilestonePetitionUpdate,30521989,2022-05-06T19:23:02.000Z,1500.0,,,,,
MilestonePetitionUpdate,30511559,2022-05-04T10:18:29.000Z,1000.0,,,,,
MilestonePetitionUpdate,30508929,2022-05-03T18:20:51.000Z,750.0,,,,,
MilestonePetitionUpdate,30505865,2022-05-02T22:27:35.000Z,500.0,,,,,
MilestonePetitionUpdate,30503277,2022-05-02T06:44:22.000Z,250.0,,,,,
MilestonePetitionUpdate,30503057,2022-05-02T04:13:47.000Z,200.0,,,,,
MilestonePetitionUpdate,30502388,2022-05-01T22:08:59.000Z,100.0,,,,,
MilestonePetitionUpdate,30501819,2022-05-01T18:06:12.000Z,50.0,,,,,
MilestonePetitionUpdate,30501453,2022-05-01T15:46:30.000Z,25.0,,,,,
MilestonePetitionUpdate,30501120,2022-05-01T13:27:25.000Z,10.0,,,,,
MilestonePetitionUpdate,30500573,2022-05-01T08:00:39.000Z,5.0,,,,,
