__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,30576239,2022-05-21T08:58:50.000Z,400000.0,,,,,
MilestonePetitionUpdate,30514740,2022-05-05T01:07:37.000Z,300000.0,,,,,
MilestonePetitionUpdate,30496527,2022-04-29T21:33:13.000Z,200000.0,,,,,
MilestonePetitionUpdate,30484200,2022-04-26T21:59:49.000Z,150000.0,,,,,
StarterPetitionUpdate,28756359,2021-03-23T00:30:46.000Z,,Let’s take this campaign to the next level,"<p> I’m so happy to have so many supporters and I want to thank you guys for the support<br>Hi all, I just wanted to reach out to let you know we’ve just passed 133,463 signatures on our petition! Thank you so much for your support! Will you help me to get more support by sharing this petition with ten other people? If enough of us sign we can’t be ignored! Here’s a link to share <a href=""https://www.change.org/p/johnny-s-fans-to-get-johnny-depp-s-career-back"" rel=""nofollow"">https://www.change.org/p/johnny-s-fans-to-get-johnny-depp-s-career-back</a></p>",,,
StarterPetitionUpdate,28459214,2021-01-31T08:03:32.000Z,,Thank you everyone,<p>I know I haven’t updated you guys on anything but we are doing great but I think with some more sharing and promoting we can do better I’m willing to get this to everyone if I need to and I just wanted to say thank you everyone who has taken their to sign this petition.</p>,,,
StarterPetitionUpdate,28275255,2020-12-28T04:03:04.000Z,,"100,000 people",<p>Thank you to everyone who has decided to come and sign this petition and I’m so greatful for you all.</p>,,,
MilestonePetitionUpdate,28264110,2020-12-23T22:43:03.000Z,100000.0,,,,,
StarterPetitionUpdate,28205028,2020-12-11T17:32:38.000Z,,Reaching more people,<p>I am so grateful for those who have signed and want to make a change in someone’s life for the good. I have always loved watching Johnny depp movies my whole life. I will always watch Johnny depp movies before anything else. </p>,,,
MilestonePetitionUpdate,28201202,2020-12-11T00:49:59.000Z,75000.0,,,,,
MilestonePetitionUpdate,28195300,2020-12-10T00:08:59.000Z,50000.0,,,,,
MilestonePetitionUpdate,28191236,2020-12-09T10:14:11.000Z,40000.0,,,,,
MilestonePetitionUpdate,28187273,2020-12-08T17:29:05.000Z,35000.0,,,,,
MilestonePetitionUpdate,28173592,2020-12-05T19:22:04.000Z,30000.0,,,,,
MilestonePetitionUpdate,28163139,2020-12-03T18:35:33.000Z,25000.0,,,,,
MilestonePetitionUpdate,28154325,2020-12-02T07:47:47.000Z,20000.0,,,,,
MilestonePetitionUpdate,28150963,2020-12-01T18:05:36.000Z,17500.0,,,,,
MilestonePetitionUpdate,28147540,2020-12-01T02:26:46.000Z,15000.0,,,,,
MilestonePetitionUpdate,28143280,2020-11-30T07:10:19.000Z,12500.0,,,,,
MilestonePetitionUpdate,28134918,2020-11-28T06:47:12.000Z,10000.0,,,,,
MilestonePetitionUpdate,28130923,2020-11-27T10:39:34.000Z,9000.0,,,,,
MilestonePetitionUpdate,28125434,2020-11-26T05:14:57.000Z,8000.0,,,,,
MilestonePetitionUpdate,28120008,2020-11-25T05:31:29.000Z,7500.0,,,,,
MilestonePetitionUpdate,28115187,2020-11-24T09:56:36.000Z,7000.0,,,,,
MilestonePetitionUpdate,28107663,2020-11-22T19:47:03.000Z,6000.0,,,,,
MilestonePetitionUpdate,28101783,2020-11-21T12:26:06.000Z,5000.0,,,,,
MilestonePetitionUpdate,28095385,2020-11-20T09:22:05.000Z,4000.0,,,,,
StarterPetitionUpdate,28093809,2020-11-20T00:59:11.000Z,,Almost to 5000,<p>Hey everyone it’s Megan here I just wanted to update you guys just let you guys know that we have over 3000 signs on the petition if more of you guys could Sherritt that be even better because then we can make it even bigger and more to an audience. Thank you all tho for signing.</p>,,,
MilestonePetitionUpdate,28088869,2020-11-19T04:18:09.000Z,3000.0,,,,,
MilestonePetitionUpdate,28084762,2020-11-18T12:55:43.000Z,2500.0,,,,,
MilestonePetitionUpdate,28069203,2020-11-15T03:36:16.000Z,2000.0,,,,,
MilestonePetitionUpdate,28068725,2020-11-15T00:05:27.000Z,1500.0,,,,,
StarterPetitionUpdate,28068258,2020-11-14T21:19:41.000Z,,Almost to 1000,<p>It’s already at almost 1000 people who have seen this and my goal is to get so many people that we can help him get his roles back that he deserves. I just want to thank everyone who wants to help me bring this to light. </p>,,,
MilestonePetitionUpdate,28068252,2020-11-14T21:18:24.000Z,1000.0,,,,,
MilestonePetitionUpdate,28067953,2020-11-14T19:45:36.000Z,750.0,,,,,
MilestonePetitionUpdate,28067549,2020-11-14T17:54:53.000Z,500.0,,,,,
MilestonePetitionUpdate,28067203,2020-11-14T16:16:17.000Z,250.0,,,,,
MilestonePetitionUpdate,28067165,2020-11-14T16:03:00.000Z,200.0,,,,,
MilestonePetitionUpdate,28067089,2020-11-14T15:37:10.000Z,100.0,,,,,
MilestonePetitionUpdate,28067055,2020-11-14T15:27:46.000Z,50.0,,,,,
MilestonePetitionUpdate,28067043,2020-11-14T15:23:35.000Z,25.0,,,,,
MilestonePetitionUpdate,28067017,2020-11-14T15:14:50.000Z,10.0,,,,,
MilestonePetitionUpdate,28067003,2020-11-14T15:12:15.000Z,5.0,,,,,
