__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,29916640,2021-12-03T14:36:10.000Z,200
MilestonePetitionUpdate,29246738,2021-06-23T17:25:57.000Z,100
MilestonePetitionUpdate,29233269,2021-06-20T21:27:49.000Z,50
MilestonePetitionUpdate,29232673,2021-06-20T17:59:08.000Z,25
MilestonePetitionUpdate,29232428,2021-06-20T16:37:01.000Z,10
MilestonePetitionUpdate,29232249,2021-06-20T15:39:56.000Z,5
