__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,28798688,2021-03-30T18:19:47.000Z,We Made It! Child Labs Will Continue to Open!,"Dear all supporters, I am glad to share the news that, Child Labs and her teachers have received the official confirmation from the University. The layoff notices are rescinded immediately. 

Your support and encouragement to the Child Labs are so appreciated when we are facing hardships. Together we made this happen!

Last but not least, don't forget to follow Child Labs on Facebook at <a href=""https://www.facebook.com/uconnchilddevelopmentlabs"" rel=""nofollow"">https://www.facebook.com/uconnchilddevelopmentlabs</a> and Instagram at <a href=""https://www.instagram.com/uconncdl/"" rel=""nofollow"">https://www.instagram.com/uconncdl/</a>

This petition will be closed tonight.",,,,
StarterPetitionUpdate,28758428,2021-03-23T12:17:20.000Z,Support Child Labs and Chip in Her 36-hour UCONN Gives 2021 Project Today!,"<p>Dear Supporters, while this petition is still on, I'd love to share this 36-hour <strong>UCONN Gives 2021</strong> project that Child Labs participates in. Please consider giving your gift to the littlest huskies in Husky Nation today. Through your generosity, the Child Labs will be able to provide UConn students with opportunities to engage with young children using a variety of natural building and art materials, literature, and music experiences.</p>
<p>This campaign runs from 0700 Mar 23 to 1900 Mar 24. The donation could be made through the public link below. Every gift, big or small, counts. Thank you in advance for your support!</p>
<p><a href=""https://givingday.uconn.edu/o/university-of-connecticut-32/i/uconn-gives/s/the-littlest-huskies-learn-at-the-uconn-child-labs-4o-f5nbfxr"" rel=""nofollow"">https://givingday.uconn.edu/o/university-of-connecticut-32/i/uconn-gives/s/the-littlest-huskies-learn-at-the-uconn-child-labs-4o-f5nbfxr</a></p>",,,"{'providerName': 'Uconn', 'photoUrl': 'https://res.cloudinary.com/community-funded/image/upload/v1613064118/organizations/32/initiatives/68/stories/11931/images/1613064118.Child%20Labs%20photo.jpg', 'description': 'Support the youngest members of UConn nation as they learn about diversity, nature and develop a love of learning in a play-based setting. At the Child Labs, we provide opportunities for UConn students to engage in a hands-on environment with young children.'}",
MilestonePetitionUpdate,28737185,2021-03-19T10:32:40.000Z,,,,,,250.0
MilestonePetitionUpdate,28723518,2021-03-17T06:31:36.000Z,,,,,,200.0
MilestonePetitionUpdate,28711808,2021-03-15T13:02:44.000Z,,,,,,100.0
StarterPetitionUpdate,28682149,2021-03-10T03:16:11.000Z,Thank you for championing UCONN Child Labs! We're working towards our goal!,"<p>Dear all - thanks for signing on and sharing this petition to support UCONN Child Labs. This campaign is still running! Any format of endorsement is appreciated!</p>
<p>Meanwhile, follow Child Labs on Facebook at <a href=""https://www.facebook.com/uconnchilddevelopmentlabs"" rel=""nofollow"">https://www.facebook.com/uconnchilddevelopmentlabs</a> and Instagram at <a href=""https://www.instagram.com/uconncdl/"" rel=""nofollow"">https://www.instagram.com/uconncdl/</a></p>
<p>As a current parent, I promise I will keep you all posted as I know we all cherish this great institute dearly. </p>",,,,
MilestonePetitionUpdate,28617843,2021-02-26T15:30:10.000Z,,,,,,50.0
MilestonePetitionUpdate,28612769,2021-02-25T18:34:04.000Z,,,,,,25.0
MilestonePetitionUpdate,28611474,2021-02-25T14:52:47.000Z,,,,,,10.0
MilestonePetitionUpdate,28609275,2021-02-25T04:20:11.000Z,,,,,,5.0
