__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,29960650,2021-12-14T18:09:22.000Z,We made it to 500 signatures!,"<p>Thank you so very much everyone, we made it to 500 signatures!</p>
<p>I am delighted, let's keep up the momentum!</p>
<p>Here's a video of our to beloved Johnny Depp talking about Hunter S. Thompson.</p>",,,,
MilestonePetitionUpdate,29959953,2021-12-14T15:12:11.000Z,,,,,,500.0
MilestonePetitionUpdate,29951354,2021-12-12T02:05:43.000Z,,,,,,250.0
StarterPetitionUpdate,29950934,2021-12-11T22:06:26.000Z,Over 200 Supporters! Let's get to 500!,"<p>This is great we have over 200 supporters!I</p>
<p>am delighted, let's see if we can get to 500!</p>
<p>And hopefully far beyond that.</p>
<p>Sign and share to show Johnny Depp you're support. </p>
<p>It isn't appropriate for Discovery to put out this documentary while Johnny Depp is involved in a trial as a victim of domestic violence. </p>","{'id': '226186155', 'petitionMedium': {'url': '//assets.change.org/photos/1/jx/ke/BKJxKEznGWplIAQ-800x450-noPad.jpg?1639260390', 'processing': False}}",,,
MilestonePetitionUpdate,29950688,2021-12-11T20:22:27.000Z,,,,,,200.0
MilestonePetitionUpdate,29949207,2021-12-11T09:42:10.000Z,,,,,,100.0
MilestonePetitionUpdate,29948273,2021-12-11T00:26:02.000Z,,,,,,50.0
MilestonePetitionUpdate,29946831,2021-12-10T17:16:56.000Z,,,,,,25.0
MilestonePetitionUpdate,29945260,2021-12-10T09:34:59.000Z,,,,,,10.0
MilestonePetitionUpdate,29944976,2021-12-10T07:23:28.000Z,,,,,,5.0
