__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,30677449,2022-06-20T19:45:14.000Z,keep it going keep standing up for amberheard,"<p>let's get 10000 to sign share it like crazy</p>
<p>thank u #amberheardsupporters</p>",,,,
StarterPetitionUpdate,30652913,2022-06-12T22:27:31.000Z,let's get  10000 to sign share it like crazy,"<p>a big thank u  amber heard supporters</p>
<p>let's get 10000 to sign and share it like crazy</p>
<p>#westandwithamberheard</p>
<p>#istandwithamberheard thank u❤�</p>",,,,
MilestonePetitionUpdate,30650917,2022-06-12T05:35:28.000Z,,,,,,100.0
StarterPetitionUpdate,30642703,2022-06-09T15:41:01.000Z,big thank u,"<p><a href=""https://twitter.com/i/spaces/1dRKZlLYkdwJB"" target=""_blank"" rel=""nofollow"">#amberheard</a></p>
<p>thank u  amber heard supporters</p>
<p>let us get this trending on social media</p>",,,,
StarterPetitionUpdate,30637072,2022-06-08T02:32:46.000Z,share  #istandwithamberheard,"<p>thank u for supporting #amberheard</p>
<p>at this time when clearly she was wronged and should have won!</p>
<p>Share this petition on your social media </p>
<p>#weloveamberheard thanks again</p>",,,,
MilestonePetitionUpdate,30636189,2022-06-07T20:56:50.000Z,,,,,,50.0
StarterPetitionUpdate,30631133,2022-06-06T13:36:31.000Z,keep it going,<p>thank u amber heard supporters</p>,,,,
MilestonePetitionUpdate,30629740,2022-06-06T01:03:03.000Z,,,,,,25.0
StarterPetitionUpdate,30626453,2022-06-04T20:20:03.000Z,thank u amber heard supporters,"<p>#weloveamberheard</p>
<p>keep showing your support</p>
<p>she doesn't need  bad media</p>
<p>#amberheard is a victim</p>",,,,
MilestonePetitionUpdate,30624799,2022-06-04T07:16:24.000Z,,,,,,10.0
MilestonePetitionUpdate,30622929,2022-06-03T17:09:46.000Z,,,,,,5.0
