__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,22102861,2017-12-06T09:14:01.000Z,Please Support Swinton Lock Activity Centre,"Hi everyone, I hope you are all well? Could you please read and help me support Swinton Lock Activity Centre; a small charity in Rotherham that has played a significant part in my journey to justice and recovery. This little charity has also offered support to both my parents who to this day say they couldn’t have made it through the last 3 years without them.  As a safe space we have been given the opportunity to speak about our past, share concerns about our present and build our plans for the future.  I now feel as a young woman that I have the confidence and self-esteem to use this to raise awareness to protect the children of tomorrow and to help professionals learn from the failures of my past. I am asking if you could make a donation of whatever you can afford to help this charity to continue its excellent work within excess of 200 vulnerable people including adults and children, all requiring intense support. If you follow the link to the their website which I am currently volunteering to run and plan to add lots of information and updates shortly can you please  follow the link below and click on the donate button at the top of the page, I would be really grateful.
Thank you and Merry Christmas

Elizabeth xx
www.swintonlock.org",,,"{'providerName': 'Charitycheckout', 'photoUrl': 'https://fundraise.charitycheckout.co.uk/images/default/8628cfb3e0d143a299295e8444afbadc.jpg', 'description': 'Swinton Lock Activity Centre is a community based Arts, Education and Activity Centre. The Centre has a special role to play in addressing the needs of vulnerable adults, children and young people wit'}",
StarterPetitionUpdate,21710071,2017-10-17T12:10:10.000Z,Petition now with survivors.,"This petition has rightfully been handed over to the survivors. Elizabeth a survivor from Rotherham is going to take it to the government and ask for several things including a criminal investigation into Police and Councils who have sat back and allowed systematic grooming, trafficking, beating and gang rape of girls all over Britain. Please continue sharing and thanks once again for your fantastic support for our girls.",,,"{'providerName': 'Wikipedia', 'photoUrl': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Rotherham_town_centre%2C_May_2010.jpg/1200px-Rotherham_town_centre%2C_May_2010.jpg', 'description': 'The Rotherham child sexual exploitation scandal has been described as the ""biggest child protection scandal in UK history"". From the late 1980s until the 2010s, organised child sexual abuse continued almost unchallenged by legal authorities in the northern English town of Rotherham, South Yorkshire.'}",
StarterPetitionUpdate,21366250,2017-09-16T13:59:44.000Z,200K Signatures! Thank you. Keep sharing.,"Let's make the government help our girls. See article below one victim ""was read statements from the Quran while being raped and said she was made to eat halal""",,,"{'providerName': 'The Independent', 'photoUrl': 'https://static.independent.co.uk/s3fs-public/thumbnails/image/2017/08/09/16/operation-shelter-composite.jpg', 'description': 'Grooming gangs across the country are repeating the horrific abuse exposed in Rotherham, Rochdale, Oxford and most recently Newcastle, victims and investigators have warned. There are mounting calls for nationwide action to combat sexual exploitation, with authorities accused of playing catch-up after ignoring victims ""for decades and decades"".'}",
MilestonePetitionUpdate,21310126,2017-09-10T18:10:34.000Z,,,,,,200000.0
StarterPetitionUpdate,21309304,2017-09-10T16:15:12.000Z,Please support the Rotherham Survivors Petition for Justice.,An independent enquiry into Rotherham Council regarding the Rotherham scandal took 16 years and found that NO ONE was responsible for all the failings surrounding the horrific rape and abuse suffered by the Rotherham survivors. They now seek justice via a criminal investigation so need our help.,,,"{'providerName': 'BBC News', 'photoUrl': 'https://ichef-1.bbci.co.uk/news/1024/cpsprodpb/07E3/production/_97691020_gettyimages-454246060.jpg', 'description': 'No legal or disciplinary proceedings should be brought against any current or former senior officers at Rotherham Council over its handling of child sexual exploitation, a report has said. The failure to tackle the problem was ""not the fault of any one person"" but was the result of ""multiple and systemic failures"", the report found.'}",
StarterPetitionUpdate,21119896,2017-08-21T11:33:19.000Z,Naz Shah MP liked & RT'd Rotherham victims should shut their mouths!,"Labour MP Naz Shah was outraged by Sarah Champion's Sun article telling the truth about rape gangs, she led a petition to have Sarah sacked. She then liked & RT'd this disgraceful tweet by an Owen Jones parody account.","{'id': '188177701', 'petitionMedium': {'url': '//assets.change.org/photos/2/da/pn/brdApnmnZtTMkqI-800x450-noPad.jpg?1509564875', 'processing': False}}",,,
StarterPetitionUpdate,21103594,2017-08-19T13:10:17.000Z,Secondary petition for additional 'Race Hate' sentence.,"Please sign this secondary petition demanding that these evil and racist grooming gangs get a much tougher sentence due the fact they deliberately target white girls because they consider them slags, it's also a race hate crime! Nearly 200K Thank you keep sharing!",,,"{'providerName': 'Change.org', 'photoUrl': 'http://assets.change.org/photos/5/kx/bb/sPKxbbqaTAbxmdq-1600x900-noPad.jpg?1502664098', 'description': 'Atourney General : Longer prison sentences'}",
StarterPetitionUpdate,21077650,2017-08-17T00:19:39.000Z,Sarah Champion forced to quit for telling the truth about Rape Gangs! Please share far and wide.,"""Sarah Champion forced out of Jeremy Corbyn's shadow cabinet after warning Pakistani men are raping white girls""",,,"{'providerName': 'The Telegraph', 'photoUrl': 'http://www.telegraph.co.uk/content/dam/news/2017/08/10/TELEMMGLPICT000052310367-xlarge_trans_NvBQzQNjv4BqpVlberWd9EgFPZtcLiMQfy2dmClwgbjjulYfPTELibA.jpeg', 'description': 'A shadow minister in Jeremy Corbyn\'s cabinet has quit after warning that Britain has a problem with Pakistani men ""raping and exploiting white girls"". The Labour MP, wrote in an article for The Sun newspaper: ""Britain has a problem with British Pakistani men raping and exploiting white girls. ""There.'}",
StarterPetitionUpdate,21070444,2017-08-16T10:07:45.000Z,Please keep sharing to force the government to protect vulnerable girls from these evil gangs.,"Solicitor General: ""Asian gangs must be handed longer sentences for targeting white girls""",,,"{'providerName': 'The Telegraph', 'photoUrl': 'http://www.telegraph.co.uk/content/dam/news/2017/08/11/TELEMMGLPICT000137013811-xlarge_trans_NvBQzQNjv4BqcQXOTmenrHawUazfUzwiPu42tacmtmoLMGZAxgsxWbo.jpeg', 'description': 'Judges must give longer sentences to Asian Muslim grooming gangs who abuse white teenage girls when there is evidence of racism, the Government\'s senior legal advisor has said. Robert Buckland, the Solicitor General, told The Telegraph that racism ""cuts all ways"" and should be ""front and centre"" when it is part of sexual abuse cases.'}",
StarterPetitionUpdate,21058996,2017-08-15T06:36:33.000Z,Asian child sex victims suffer more than white victims,"This article from 2015 sums up what the establishment think of white girls. All CSE victims suffer the same, regardless of ethnicity. This is what we're up against. Words fail me!",,,"{'providerName': 'the Guardian', 'photoUrl': 'https://i.guim.co.uk/img/media/abeb37af440bdf32ca7f5b2bd8f46d23b9af80c7/0_372_5616_3371/master/5616.jpg?w=1200&h=630&q=55&auto=format&usm=12&fit=crop&crop=faces%2Centropy&bm=normal&ba=bottom%2Cleft&blend64=aHR0cHM6Ly91cGxvYWRzLmd1aW0uY28udWsvMjAxNi8wNS8yNS9vdmVybGF5LWxvZ28tMTIwMC05MF9vcHQucG5n&s=31971d8b9013f8212f0185626c5c93dc', 'description': ""Asian victims of child sex crimes suffer more than white children and their attackers should accordingly be punished more severely, the court of appeal has ruled. Ruling on a convicted paedophile's appeal for a lesser sentence, Mr Justice Walker said it was right that Jamal Muhammed Raheem Ul Nasir had been given a longer spell in prison because his victims were Asian.""}",
