__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,21046303,2017-08-13T19:53:50.000Z,"Next goal 200,000","Express - ""Racist rapists handed lower sentences because their victims were WHITE""

As if we didn't already know!",,,"{'providerName': 'Express.co.uk', 'photoUrl': 'http://cdn.images.express.co.uk/img/dynamic/1/750x445/840325.jpg', 'description': 'Young, white girls have been brutally raped and sexually abused by extensive gangs of Asian men in towns and cities across Britain - yet when it comes to sentencing - the race aspect has been largely ignored, he claimed. Now legal experts are calling for British judges to properly defend the girls who are targeted because of their skin colour.'}",
StarterPetitionUpdate,21039100,2017-08-12T19:20:05.000Z,"150,000 please keep on sharing, and lets make our girls safe!","I find it disgusting that liberals have been commenting that it is racist to point out the facts about the perpetrators of these street grooming gangs, when the perpetrators themselves are deliberately targeting girls of another ethnicity and community! 
Listen to Maajid Nawaz who is clearly outraged by his own community and their silence and denial regarding this horrific crime.",,,"{'providerName': 'LBC', 'photoUrl': 'https://images.lbc.co.uk/images/856?crop=16_9&width=640&signature=mcTgTenr9GlzJMcwZIDPQ_GsRZc=', 'description': '00:02:16 During this powerful take, Maajid Nawaz points out the uncomfortable truth about grooming gangs in the UK that others have been too afraid to discuss. The LBC presenter was giving his epic reaction to the conviction of 17 men and one woman for abusing girls in Newcastle and Gateshead.'}",
MilestonePetitionUpdate,21038413,2017-08-12T17:27:07.000Z,,,,,,150000.0
MilestonePetitionUpdate,21017176,2017-08-10T10:01:39.000Z,,,,,,100000.0
StarterPetitionUpdate,21007303,2017-08-09T10:10:01.000Z,Ali no longer a danger to vulnerable girls?,"Murabek Ali no longer a danger to vulnerable girls? 

You decide! This is how he treated girls when he was a teenager.

From the book ""I Never Gave My Consent"" 
Written by Holly Archer - A Telford Survivor","{'id': '184246150', 'petitionMedium': {'url': '//assets.change.org/photos/7/bj/hg/RsBJHGlkvlyzgIu-800x450-noPad.jpg?1509411815', 'processing': False}}",,,
MilestonePetitionUpdate,21006682,2017-08-09T08:28:38.000Z,,,,,,75000.0
StarterPetitionUpdate,20991928,2017-08-07T15:31:23.000Z,"60,000 next step 100,000 please keep sharing","The petition is steadily growing, thank you for your continued support for our girls. Please keep spreading this and let's force the government and the Pakistani Muslim community to listen and do something.","{'id': '183918859', 'petitionMedium': {'url': '//assets.change.org/photos/4/ip/fs/NBIPFSEzwjgnInk-800x450-noPad.jpg?1509397671', 'processing': False}}",,,
StarterPetitionUpdate,20978230,2017-08-05T10:44:07.000Z,"55,000 signatures! Thank you Please keep sharing.","Thank you for your support, most people in Britain are still oblivious to these evil violent grooming gangs targeting vulnerable white girls all over Britain for several decades. Here are some shocking facts from lawyer Gavin Boby.","{'id': '183730378', 'petitionMedium': {'url': '//assets.change.org/photos/2/gw/wv/asgwWVnkCSdsbQb-800x450-noPad.jpg?1509389154', 'processing': False}}",,,
MilestonePetitionUpdate,20970061,2017-08-04T07:29:01.000Z,,,,,,50000.0
MilestonePetitionUpdate,20958469,2017-08-02T19:08:13.000Z,,,,,,40000.0
MilestonePetitionUpdate,20954563,2017-08-02T08:31:39.000Z,,,,,,35000.0
MilestonePetitionUpdate,20950723,2017-08-01T19:16:30.000Z,,,,,,30000.0
StarterPetitionUpdate,20950708,2017-08-01T19:15:45.000Z,"30,000 signatures Thank you","Please keep sharing to raise awareness of this evil grooming gang epidemic we have in Britain and the disgraceful antiquated law system that places political correctness, community feelings and the rights of violent evil abusers far above those of their victims.",,,,
MilestonePetitionUpdate,20946496,2017-08-01T08:20:47.000Z,,,,,,25000.0
MilestonePetitionUpdate,20941690,2017-07-31T16:02:39.000Z,,,,,,20000.0
MilestonePetitionUpdate,20938696,2017-07-31T07:59:37.000Z,,,,,,17500.0
MilestonePetitionUpdate,20935735,2017-07-30T19:33:05.000Z,,,,,,15000.0
StarterPetitionUpdate,20934886,2017-07-30T16:57:41.000Z,14.5K support in 3 days incredible! Thank you,"Please share this with as many people as you can. The government, police and law system have proved 'beyond all reasonable doubt' that they are clearly not interested in protecting our girls from these evil monsters, so we will have to do it, by making as much noise as we possibly can!",,,,
MilestonePetitionUpdate,20931598,2017-07-30T03:52:31.000Z,,,,,,12500.0
MilestonePetitionUpdate,20926915,2017-07-29T09:14:22.000Z,,,,,,10000.0
MilestonePetitionUpdate,20924701,2017-07-28T22:12:04.000Z,,,,,,9000.0
MilestonePetitionUpdate,20922964,2017-07-28T17:44:50.000Z,,,,,,8000.0
MilestonePetitionUpdate,20922190,2017-07-28T15:53:22.000Z,,,,,,7500.0
MilestonePetitionUpdate,20921461,2017-07-28T13:53:06.000Z,,,,,,7000.0
MilestonePetitionUpdate,20920432,2017-07-28T10:57:30.000Z,,,,,,6000.0
MilestonePetitionUpdate,20919676,2017-07-28T08:40:58.000Z,,,,,,5000.0
MilestonePetitionUpdate,20919181,2017-07-28T06:54:50.000Z,,,,,,4000.0
MilestonePetitionUpdate,20917609,2017-07-27T23:44:52.000Z,,,,,,3000.0
MilestonePetitionUpdate,20916850,2017-07-27T21:23:37.000Z,,,,,,2500.0
MilestonePetitionUpdate,20916328,2017-07-27T19:57:32.000Z,,,,,,2000.0
MilestonePetitionUpdate,20915854,2017-07-27T18:44:27.000Z,,,,,,1500.0
MilestonePetitionUpdate,20915314,2017-07-27T17:28:28.000Z,,,,,,1000.0
MilestonePetitionUpdate,20915062,2017-07-27T16:52:52.000Z,,,,,,750.0
MilestonePetitionUpdate,20914765,2017-07-27T15:58:09.000Z,,,,,,500.0
MilestonePetitionUpdate,20913886,2017-07-27T13:48:14.000Z,,,,,,250.0
MilestonePetitionUpdate,20913439,2017-07-27T12:45:16.000Z,,,,,,200.0
MilestonePetitionUpdate,20912839,2017-07-27T11:12:24.000Z,,,,,,100.0
MilestonePetitionUpdate,20912593,2017-07-27T10:15:23.000Z,,,,,,50.0
MilestonePetitionUpdate,20911858,2017-07-27T07:43:17.000Z,,,,,,25.0
MilestonePetitionUpdate,20911459,2017-07-27T06:33:30.000Z,,,,,,10.0
MilestonePetitionUpdate,20911180,2017-07-27T05:32:22.000Z,,,,,,5.0
