__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,25057467,2019-09-11T11:56:35.000Z,7500
MilestonePetitionUpdate,24128887,2019-02-06T01:18:48.000Z,7000
MilestonePetitionUpdate,23752231,2018-12-12T18:09:40.000Z,6000
MilestonePetitionUpdate,23563944,2018-11-08T20:03:25.000Z,5000
MilestonePetitionUpdate,23559715,2018-11-08T07:07:55.000Z,5000
MilestonePetitionUpdate,23556967,2018-11-07T17:08:48.000Z,5000
MilestonePetitionUpdate,23493134,2018-10-27T21:23:52.000Z,4000
MilestonePetitionUpdate,23484800,2018-10-26T15:47:43.000Z,3000
MilestonePetitionUpdate,23483219,2018-10-26T09:29:35.000Z,2500
MilestonePetitionUpdate,23482507,2018-10-26T06:29:13.000Z,2000
MilestonePetitionUpdate,23478388,2018-10-25T16:23:09.000Z,1500
MilestonePetitionUpdate,23476759,2018-10-25T09:49:05.000Z,1000
MilestonePetitionUpdate,23476371,2018-10-25T07:44:52.000Z,750
MilestonePetitionUpdate,23475243,2018-10-25T00:50:09.000Z,500
MilestonePetitionUpdate,23470866,2018-10-24T04:56:06.000Z,250
MilestonePetitionUpdate,23469096,2018-10-23T20:25:25.000Z,200
MilestonePetitionUpdate,23467040,2018-10-23T13:50:11.000Z,100
MilestonePetitionUpdate,23466224,2018-10-23T10:24:19.000Z,50
MilestonePetitionUpdate,23465802,2018-10-23T08:12:33.000Z,25
MilestonePetitionUpdate,23465494,2018-10-23T06:42:01.000Z,10
MilestonePetitionUpdate,23464303,2018-10-23T00:10:15.000Z,5
